id,truckid,driverid,event,latitude,longitude,city,state,velocity,event_ind,idling_ind
265,A37,A37,unsafe following distance,34.500831,-117.185876,Apple Valley,California,0,1,1
268,A24,A24,normal,34.579434,-118.116461,Palmdale,California,0,0,1
271,A11,A11,normal,36.471865,-6.196595,San Fernando,California,0,0,1
273,A93,A93,normal,36.852455,-121.401602,Hollister,California,0,0,1
274,A5,A5,normal,34.579434,-118.116461,Palmdale,California,0,0,1
276,A41,A41,normal,34.500831,-117.185876,Apple Valley,California,0,0,1
280,A60,A60,normal,34.435829,-119.827639,Goleta,California,0,0,1
282,A33,A33,normal,37.941325,-122.484704,San Quentin,California,0,0,1
283,A31,A31,normal,37.968812,-121.668008,Knightsen,California,0,0,1
284,A57,A57,normal,34.500831,-117.185876,Apple Valley,California,0,0,1
289,A100,A100,normal,39.409608,-123.355566,Willits,California,0,0,1
293,A72,A72,normal,39.150171,-123.207783,Ukiah,California,0,0,1
302,A17,A17,normal,37.957702,-121.29078,Stockton,California,0,0,1
305,A6,A6,normal,38.36408,-122.524149,Glen Ellen,California,0,0,1
317,A32,A32,normal,41.526509,-124.038407,Klamath,California,0,0,1
318,A57,A57,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
325,A32,A32,normal,38.130197,-121.272447,Lodi,California,0,0,1
326,A89,A89,normal,37.639097,-120.996878,Modesto,California,0,0,1
340,A36,A36,normal,34.579434,-118.116461,Palmdale,California,0,0,1
341,A46,A46,normal,32.715329,-117.157255,San Diego,California,0,0,1
342,A80,A80,normal,36.471865,-6.196595,San Fernando,California,0,0,1
346,A33,A33,normal,37.441883,-122.143019,Palo Alto,California,0,0,1
347,A79,A79,normal,37.957702,-121.29078,Stockton,California,0,0,1
353,A46,A46,normal,36.746842,-119.772587,Fresno,California,0,0,1
357,A57,A57,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
360,A65,A65,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
361,A21,A21,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
363,A51,A51,normal,38.297538,-122.286865,Napa,California,0,0,1
364,A10,A10,unsafe following distance,37.941325,-122.484704,San Quentin,California,0,1,1
366,A44,A44,lane departure,38.36408,-122.524149,Glen Ellen,California,0,1,1
370,A85,A85,normal,38.716687,-121.364422,Antelope,California,0,0,1
377,A76,A76,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
389,A59,A59,normal,38.297538,-122.286865,Napa,California,0,0,1
392,A11,A11,normal,38.799703,-121.720574,Knights Landing,California,0,0,1
399,A8,A8,normal,34.136119,-117.865339,Glendora,California,0,0,1
401,A4,A4,normal,34.136119,-117.865339,Glendora,California,0,0,1
403,A13,A13,normal,34.579434,-118.116461,Palmdale,California,0,0,1
405,A60,A60,normal,38.161861,-121.611621,Isleton,California,0,0,1
418,A49,A49,normal,33.846404,-118.046731,La Palma,California,0,0,1
427,A96,A96,normal,35.373292,-119.018712,Bakersfield,California,0,0,1
429,A35,A35,normal,37.968812,-121.668008,Knightsen,California,0,0,1
431,A91,A91,normal,39.409608,-123.355566,Willits,California,0,0,1
438,A91,A91,normal,40.761243,-123.994778,Kneeland,California,0,0,1
439,A14,A14,normal,34.500831,-117.185876,Apple Valley,California,0,0,1
442,A90,A90,normal,34.019454,-118.491191,Santa Monica,California,0,0,1
448,A34,A34,normal,33.663357,-116.310009,La Quinta,California,0,0,1
449,A95,A95,normal,39.409608,-123.355566,Willits,California,0,0,1
450,A44,A44,normal,32.61768,-116.187424,Jacumba,California,0,0,1
457,A5,A5,normal,38.716687,-121.364422,Antelope,California,0,0,1
475,A68,A68,normal,38.161861,-121.611621,Isleton,California,0,0,1
478,A44,A44,normal,32.61768,-116.187424,Jacumba,California,0,0,1
484,A41,A41,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
491,A28,A28,normal,38.297538,-122.286865,Napa,California,0,0,1
493,A26,A26,normal,34.44805,-119.242889,Ojai,California,0,0,1
503,A61,A61,normal,39.409608,-123.355566,Willits,California,0,0,1
507,A34,A34,normal,40.563763,-122.238892,Palo Cedro,California,0,0,1
513,A17,A17,normal,38.130197,-121.272447,Lodi,California,0,0,1
526,A86,A86,normal,37.957702,-121.29078,Stockton,California,0,0,1
528,A25,A25,normal,38.36408,-122.524149,Glen Ellen,California,0,0,1
531,A19,A19,normal,35.373292,-119.018712,Bakersfield,California,0,0,1
532,A38,A38,normal,40.563763,-122.238892,Palo Cedro,California,0,0,1
533,A48,A48,normal,36.471865,-6.196595,San Fernando,California,0,0,1
534,A72,A72,normal,38.019366,-122.134132,Martinez,California,0,0,1
538,A94,A94,normal,39.409608,-123.355566,Willits,California,0,0,1
551,A57,A57,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
552,A52,A52,normal,37.941325,-122.484704,San Quentin,California,0,0,1
559,A71,A71,normal,38.752124,-121.288006,Roseville,California,0,0,1
564,A63,A63,unsafe following distance,32.61768,-116.187424,Jacumba,California,0,1,1
572,A20,A20,normal,34.106676,-117.806726,San Dimas,California,0,0,1
580,A2,A2,normal,34.106676,-117.806726,San Dimas,California,0,0,1
591,A35,A35,normal,34.953034,-120.435719,Santa Maria,California,0,0,1
594,A68,A68,normal,37.957702,-121.29078,Stockton,California,0,0,1
597,A5,A5,normal,38.693723,-119.779683,Markleeville,California,0,0,1
600,A97,A97,normal,34.106676,-117.806726,San Dimas,California,0,0,1
601,A87,A87,normal,34.354166,-119.059271,Santa Paula,California,0,0,1
602,A60,A60,normal,34.106676,-117.806726,San Dimas,California,0,0,1
604,A30,A30,normal,36.977173,-121.899402,Aptos,California,0,0,1
608,A11,A11,normal,34.500831,-117.185876,Apple Valley,California,0,0,1
612,A42,A42,normal,36.977173,-121.899402,Aptos,California,0,0,1
613,A20,A20,normal,37.639097,-120.996878,Modesto,California,0,0,1
614,A21,A21,normal,33.19587,-117.379483,Oceanside,California,0,0,1
616,A72,A72,normal,34.500831,-117.185876,Apple Valley,California,0,0,1
623,A30,A30,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
624,A63,A63,normal,33.846404,-118.046731,La Palma,California,0,0,1
625,A17,A17,normal,39.409608,-123.355566,Willits,California,0,0,1
641,A80,A80,normal,36.471865,-6.196595,San Fernando,California,0,0,1
642,A71,A71,normal,32.61768,-116.187424,Jacumba,California,0,0,1
653,A43,A43,unsafe following distance,38.716687,-121.364422,Antelope,California,0,1,1
654,A86,A86,normal,38.716687,-121.364422,Antelope,California,0,0,1
662,A5,A5,normal,34.019454,-118.491191,Santa Monica,California,0,0,1
663,A53,A53,normal,40.563763,-122.238892,Palo Cedro,California,0,0,1
665,A94,A94,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
670,A71,A71,normal,32.61768,-116.187424,Jacumba,California,0,0,1
671,A85,A85,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
675,A7,A7,normal,40.563763,-122.238892,Palo Cedro,California,0,0,1
688,A27,A27,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
689,A74,A74,normal,37.005782,-121.568275,Gilroy,California,0,0,1
697,A28,A28,normal,38.716687,-121.364422,Antelope,California,0,0,1
698,A93,A93,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
703,A80,A80,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
708,A39,A39,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
709,A13,A13,normal,39.409608,-123.355566,Willits,California,0,0,1
716,A48,A48,normal,37.957702,-121.29078,Stockton,California,0,0,1
717,A75,A75,normal,36.471865,-6.196595,San Fernando,California,0,0,1
718,A3,A3,normal,39.150171,-123.207783,Ukiah,California,0,0,1
719,A72,A72,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
720,A52,A52,normal,33.19587,-117.379483,Oceanside,California,0,0,1
723,A90,A90,normal,41.526509,-124.038407,Klamath,California,0,0,1
728,A26,A26,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
729,A25,A25,normal,37.957702,-121.29078,Stockton,California,0,0,1
731,A98,A98,normal,36.471865,-6.196595,San Fernando,California,0,0,1
733,A60,A60,normal,34.106676,-117.806726,San Dimas,California,0,0,1
735,A61,A61,normal,34.500831,-117.185876,Apple Valley,California,0,0,1
736,A69,A69,normal,39.230151,-121.136075,Rough and Ready,California,0,0,1
740,A82,A82,normal,38.130197,-121.272447,Lodi,California,0,0,1
741,A27,A27,normal,38.40765,-122.947713,Occidental,California,0,0,1
745,A79,A79,normal,38.805462,-123.017223,Cloverdale,California,0,0,1
748,A95,A95,normal,37.957702,-121.29078,Stockton,California,0,0,1
749,A79,A79,normal,37.941325,-122.484704,San Quentin,California,0,0,1
761,A74,A74,normal,39.017396,-122.057748,Arbuckle,California,0,0,1
763,A84,A84,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
765,A78,A78,normal,38.716687,-121.364422,Antelope,California,0,0,1
778,A94,A94,normal,33.19587,-117.379483,Oceanside,California,0,0,1
786,A13,A13,normal,34.579434,-118.116461,Palmdale,California,0,0,1
788,A17,A17,normal,37.957702,-121.29078,Stockton,California,0,0,1
790,A40,A40,normal,38.716687,-121.364422,Antelope,California,0,0,1
791,A49,A49,normal,33.846404,-118.046731,La Palma,California,0,0,1
794,A100,A100,lane departure,39.145725,-121.591355,Marysville,California,0,1,1
798,A72,A72,normal,33.846404,-118.046731,La Palma,California,0,0,1
810,A16,A16,normal,36.977173,-121.899402,Aptos,California,0,0,1
815,A34,A34,normal,39.409608,-123.355566,Willits,California,0,0,1
816,A19,A19,normal,34.500831,-117.185876,Apple Valley,California,0,0,1
824,A56,A56,normal,33.683947,-117.794694,Irvine,California,0,0,1
827,A65,A65,normal,34.500831,-117.185876,Apple Valley,California,0,0,1
832,A81,A81,normal,37.962146,-122.345526,San Pablo,California,0,0,1
837,A62,A62,normal,34.953034,-120.435719,Santa Maria,California,0,0,1
850,A58,A58,normal,38.716687,-121.364422,Antelope,California,0,0,1
851,A14,A14,normal,40.761243,-123.994778,Kneeland,California,0,0,1
862,A85,A85,normal,39.409608,-123.355566,Willits,California,0,0,1
867,A42,A42,normal,36.746842,-119.772587,Fresno,California,0,0,1
868,A62,A62,normal,38.716687,-121.364422,Antelope,California,0,0,1
877,A85,A85,normal,38.716687,-121.364422,Antelope,California,0,0,1
881,A20,A20,normal,36.852455,-121.401602,Hollister,California,0,0,1
882,A45,A45,normal,39.409608,-123.355566,Willits,California,0,0,1
883,A75,A75,normal,32.61768,-116.187424,Jacumba,California,0,0,1
902,A59,A59,normal,34.579434,-118.116461,Palmdale,California,0,0,1
904,A81,A81,normal,34.136119,-117.865339,Glendora,California,0,0,1
906,A55,A55,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
907,A8,A8,normal,39.409608,-123.355566,Willits,California,0,0,1
911,A5,A5,normal,32.715329,-117.157255,San Diego,California,0,0,1
912,A55,A55,normal,33.846404,-118.046731,La Palma,California,0,0,1
915,A22,A22,normal,33.846404,-118.046731,La Palma,California,0,0,1
924,A33,A33,normal,37.941325,-122.484704,San Quentin,California,0,0,1
934,A3,A3,normal,37.77493,-122.419416,San Francisco,California,0,0,1
941,A3,A3,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
942,A27,A27,normal,35.373292,-119.018712,Bakersfield,California,0,0,1
948,A51,A51,normal,38.716687,-121.364422,Antelope,California,0,0,1
965,A7,A7,normal,40.58654,-122.391675,Redding,California,0,0,1
969,A68,A68,normal,39.409608,-123.355566,Willits,California,0,0,1
970,A57,A57,normal,38.161861,-121.611621,Isleton,California,0,0,1
975,A9,A9,normal,41.526509,-124.038407,Klamath,California,0,0,1
976,A35,A35,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
981,A64,A64,normal,34.354166,-119.059271,Santa Paula,California,0,0,1
982,A90,A90,normal,39.409608,-123.355566,Willits,California,0,0,1
987,A22,A22,normal,34.44805,-119.242889,Ojai,California,0,0,1
992,A89,A89,normal,36.852455,-121.401602,Hollister,California,0,0,1
994,A64,A64,normal,34.500831,-117.185876,Apple Valley,California,0,0,1
996,A7,A7,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
998,A95,A95,normal,37.941325,-122.484704,San Quentin,California,0,0,1
1001,A15,A15,normal,36.977173,-121.899402,Aptos,California,0,0,1
1004,A6,A6,normal,37.941325,-122.484704,San Quentin,California,0,0,1
1005,A49,A49,normal,33.743076,-117.109197,Homeland,California,0,0,1
1006,A90,A90,normal,39.409608,-123.355566,Willits,California,0,0,1
1015,A72,A72,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
1016,A74,A74,normal,32.715329,-117.157255,San Diego,California,0,0,1
1017,A86,A86,normal,34.579434,-118.116461,Palmdale,California,0,0,1
1018,A37,A37,normal,34.354166,-119.059271,Santa Paula,California,0,0,1
1019,A22,A22,normal,37.957702,-121.29078,Stockton,California,0,0,1
1030,A80,A80,normal,40.563763,-122.238892,Palo Cedro,California,0,0,1
1031,A9,A9,normal,41.526509,-124.038407,Klamath,California,0,0,1
1037,A41,A41,normal,39.150171,-123.207783,Ukiah,California,0,0,1
1039,A97,A97,lane departure,34.106676,-117.806726,San Dimas,California,0,0,1
1041,A66,A66,normal,36.852455,-121.401602,Hollister,California,0,0,1
1045,A89,A89,normal,39.017396,-122.057748,Arbuckle,California,0,0,1
1049,A74,A74,normal,32.715329,-117.157255,San Diego,California,0,0,1
1050,A7,A7,unsafe following distance,38.019366,-122.134132,Martinez,California,0,1,1
1052,A91,A91,normal,37.957702,-121.29078,Stockton,California,0,0,1
1062,A51,A51,normal,32.715329,-117.157255,San Diego,California,0,0,1
1073,A14,A14,normal,37.941325,-122.484704,San Quentin,California,0,0,1
1076,A43,A43,normal,38.716687,-121.364422,Antelope,California,0,0,1
1077,A32,A32,normal,37.639097,-120.996878,Modesto,California,0,0,1
1083,A52,A52,normal,37.957702,-121.29078,Stockton,California,0,0,1
1085,A57,A57,normal,39.409608,-123.355566,Willits,California,0,0,1
1088,A54,A54,normal,37.77493,-122.419416,San Francisco,California,0,0,1
1090,A4,A4,normal,37.962146,-122.345526,San Pablo,California,0,0,1
1091,A29,A29,normal,38.805462,-123.017223,Cloverdale,California,0,0,1
1097,A34,A34,normal,39.409608,-123.355566,Willits,California,0,0,1
1104,A6,A6,normal,39.409608,-123.355566,Willits,California,0,0,1
1111,A64,A64,normal,37.957702,-121.29078,Stockton,California,0,0,1
1112,A67,A67,normal,37.957702,-121.29078,Stockton,California,0,0,1
1116,A31,A31,normal,37.77493,-122.419416,San Francisco,California,0,0,1
1118,A10,A10,normal,34.354166,-119.059271,Santa Paula,California,0,0,1
1122,A1,A1,normal,37.005782,-121.568275,Gilroy,California,0,0,1
1125,A100,A100,normal,32.715329,-117.157255,San Diego,California,0,0,1
1129,A86,A86,normal,38.716687,-121.364422,Antelope,California,0,0,1
1133,A45,A45,normal,33.846404,-118.046731,La Palma,California,0,0,1
1136,A87,A87,normal,40.761243,-123.994778,Kneeland,California,0,0,1
1144,A65,A65,normal,34.500831,-117.185876,Apple Valley,California,0,0,1
1150,A54,A54,normal,37.484938,-119.966284,Mariposa,California,0,0,1
1151,A32,A32,normal,38.130197,-121.272447,Lodi,California,0,0,1
1153,A47,A47,normal,37.005782,-121.568275,Gilroy,California,0,0,1
1155,A62,A62,normal,39.017396,-122.057748,Arbuckle,California,0,0,1
1159,A84,A84,normal,33.663357,-116.310009,La Quinta,California,0,0,1
1162,A95,A95,normal,34.44805,-119.242889,Ojai,California,0,0,1
1163,A22,A22,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
1166,A51,A51,normal,37.005782,-121.568275,Gilroy,California,0,0,1
1171,A78,A78,normal,37.639097,-120.996878,Modesto,California,0,0,1
1172,A33,A33,normal,37.957702,-121.29078,Stockton,California,0,0,1
1173,A76,A76,normal,33.846404,-118.046731,La Palma,California,0,0,1
1176,A56,A56,normal,32.61768,-116.187424,Jacumba,California,0,0,1
1181,A99,A99,normal,33.846404,-118.046731,La Palma,California,0,0,1
1184,A5,A5,normal,39.409608,-123.355566,Willits,California,0,0,1
1188,A74,A74,normal,37.639097,-120.996878,Modesto,California,0,0,1
1195,A47,A47,normal,37.005782,-121.568275,Gilroy,California,0,0,1
1200,A91,A91,normal,33.846404,-118.046731,La Palma,California,0,0,1
1207,A45,A45,normal,33.743076,-117.109197,Homeland,California,0,0,1
1208,A17,A17,normal,32.61768,-116.187424,Jacumba,California,0,0,1
1210,A66,A66,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
1212,A18,A18,normal,34.500831,-117.185876,Apple Valley,California,0,0,1
1213,A21,A21,normal,39.409608,-123.355566,Willits,California,0,0,1
1226,A84,A84,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
1233,A37,A37,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
1237,A79,A79,normal,34.106676,-117.806726,San Dimas,California,0,0,1
1240,A35,A35,normal,34.953034,-120.435719,Santa Maria,California,0,0,1
1247,A91,A91,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
1250,A99,A99,normal,37.77493,-122.419416,San Francisco,California,0,0,1
1253,A8,A8,normal,34.953034,-120.435719,Santa Maria,California,0,0,1
1269,A70,A70,lane departure,38.440467,-122.714431,Santa Rosa,California,0,1,1
1272,A95,A95,lane departure,34.500831,-117.185876,Apple Valley,California,0,1,1
1276,A61,A61,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
1281,A83,A83,normal,34.020011,-117.949508,La Puente,California,0,0,1
1294,A11,A11,normal,39.409608,-123.355566,Willits,California,0,0,1
1297,A17,A17,normal,38.130197,-121.272447,Lodi,California,0,0,1
1301,A15,A15,normal,36.977173,-121.899402,Aptos,California,0,0,1
1302,A4,A4,normal,37.968812,-121.668008,Knightsen,California,0,0,1
1303,A85,A85,normal,37.962146,-122.345526,San Pablo,California,0,0,1
1305,A26,A26,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
1310,A61,A61,normal,38.799703,-121.720574,Knights Landing,California,0,0,1
1314,A90,A90,normal,38.130197,-121.272447,Lodi,California,0,0,1
1317,A35,A35,normal,39.409608,-123.355566,Willits,California,0,0,1
1324,A94,A94,normal,37.941325,-122.484704,San Quentin,California,0,0,1
1328,A19,A19,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
1329,A16,A16,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
1333,A90,A90,normal,39.409608,-123.355566,Willits,California,0,0,1
1334,A98,A98,normal,38.752124,-121.288006,Roseville,California,0,0,1
1336,A63,A63,normal,32.61768,-116.187424,Jacumba,California,0,0,1
1339,A91,A91,normal,33.846404,-118.046731,La Palma,California,0,0,1
1343,A14,A14,normal,34.020011,-117.949508,La Puente,California,0,0,1
1346,A58,A58,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
1347,A77,A77,normal,37.962146,-122.345526,San Pablo,California,0,0,1
1349,A38,A38,normal,40.563763,-122.238892,Palo Cedro,California,0,0,1
1358,A94,A94,normal,38.716687,-121.364422,Antelope,California,0,0,1
1365,A29,A29,normal,34.106676,-117.806726,San Dimas,California,0,0,1
1369,A3,A3,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
1370,A2,A2,normal,32.61768,-116.187424,Jacumba,California,0,0,1
1371,A39,A39,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
1375,A52,A52,normal,38.752124,-121.288006,Roseville,California,0,0,1
1376,A54,A54,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
1386,A34,A34,normal,34.500831,-117.185876,Apple Valley,California,0,0,1
1391,A69,A69,normal,36.977173,-121.899402,Aptos,California,0,0,1
1396,A72,A72,unsafe following distance,33.846404,-118.046731,La Palma,California,0,1,1
1404,A55,A55,normal,32.715329,-117.157255,San Diego,California,0,0,1
1418,A29,A29,normal,33.19587,-117.379483,Oceanside,California,0,0,1
1419,A7,A7,normal,34.44805,-119.242889,Ojai,California,0,0,1
1420,A100,A100,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
1422,A39,A39,normal,38.716687,-121.364422,Antelope,California,0,0,1
1426,A88,A88,normal,40.563763,-122.238892,Palo Cedro,California,0,0,1
1427,A54,A54,normal,35.373292,-119.018712,Bakersfield,California,0,0,1
1433,A61,A61,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
1434,A84,A84,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
1435,A61,A61,normal,40.563763,-122.238892,Palo Cedro,California,0,0,1
1441,A39,A39,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
1442,A81,A81,normal,37.77493,-122.419416,San Francisco,California,0,0,1
1443,A26,A26,normal,37.77493,-122.419416,San Francisco,California,0,0,1
1446,A1,A1,normal,34.579434,-118.116461,Palmdale,California,0,0,1
1454,A60,A60,normal,37.441883,-122.143019,Palo Alto,California,0,0,1
1458,A7,A7,normal,40.563763,-122.238892,Palo Cedro,California,0,0,1
1461,A12,A12,unsafe following distance,37.962146,-122.345526,San Pablo,California,0,1,1
1468,A10,A10,normal,34.354166,-119.059271,Santa Paula,California,0,0,1
1478,A74,A74,normal,34.579434,-118.116461,Palmdale,California,0,0,1
1486,A58,A58,normal,37.968812,-121.668008,Knightsen,California,0,0,1
1493,A85,A85,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
1501,A64,A64,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
1502,A95,A95,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
1513,A54,A54,normal,39.409608,-123.355566,Willits,California,0,0,1
1516,A10,A10,normal,37.941325,-122.484704,San Quentin,California,0,0,1
1518,A22,A22,normal,39.409608,-123.355566,Willits,California,0,0,1
1519,A98,A98,normal,33.19587,-117.379483,Oceanside,California,0,0,1
1521,A37,A37,normal,37.441883,-122.143019,Palo Alto,California,0,0,1
1522,A87,A87,normal,37.441883,-122.143019,Palo Alto,California,0,0,1
1524,A4,A4,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
1528,A66,A66,normal,38.716687,-121.364422,Antelope,California,0,0,1
1534,A78,A78,normal,38.130197,-121.272447,Lodi,California,0,0,1
1535,A35,A35,normal,37.77493,-122.419416,San Francisco,California,0,0,1
1537,A99,A99,unsafe following distance,33.743076,-117.109197,Homeland,California,0,1,1
1542,A94,A94,normal,32.811161,-115.380264,Holtville,California,0,0,1
1545,A63,A63,normal,38.716687,-121.364422,Antelope,California,0,0,1
1550,A58,A58,normal,34.136119,-117.865339,Glendora,California,0,0,1
1554,A51,A51,normal,38.693723,-119.779683,Markleeville,California,0,0,1
1570,A85,A85,normal,39.017396,-122.057748,Arbuckle,California,0,0,1
1572,A67,A67,normal,33.683947,-117.794694,Irvine,California,0,0,1
1577,A20,A20,normal,38.716687,-121.364422,Antelope,California,0,0,1
1578,A9,A9,normal,38.130197,-121.272447,Lodi,California,0,0,1
1587,A94,A94,lane departure,39.017396,-122.057748,Arbuckle,California,0,1,1
1588,A71,A71,normal,36.471865,-6.196595,San Fernando,California,0,0,1
1599,A38,A38,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
1600,A100,A100,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
1602,A78,A78,normal,34.579434,-118.116461,Palmdale,California,0,0,1
1603,A29,A29,normal,34.435829,-119.827639,Goleta,California,0,0,1
1606,A35,A35,normal,36.852455,-121.401602,Hollister,California,0,0,1
1613,A1,A1,normal,35.098865,-120.612393,Oceano,California,0,0,1
1618,A9,A9,normal,41.526509,-124.038407,Klamath,California,0,0,1
1621,A23,A23,normal,36.977173,-121.899402,Aptos,California,0,0,1
1622,A30,A30,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
1624,A64,A64,normal,37.957702,-121.29078,Stockton,California,0,0,1
1631,A77,A77,normal,39.145725,-121.591355,Marysville,California,0,0,1
1632,A44,A44,normal,37.957702,-121.29078,Stockton,California,0,0,1
1633,A93,A93,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
